Gene_Symbol	Gene_Id	Disease_Id	Psychiatric_disorder	Pubmed_Id	Association_Type	Sentence
EGR2	1959	C0036341	Schizophrenia spectrum and other psychotic disorders	20687139	No Association	However, an association between the SNPs of <span class=gene id=20687139-9-44-48>EGR2</span> (rs2295814 and rs2297488) and <span class=disease id=20687139-9-79-92>schizophrenia</span> was not found.
C9orf72	203228	C0349204	Schizophrenia spectrum and other psychotic disorders	23036583	No Association	<span class=gene id=23036583-5-0-7>C9ORF72</span> repeat expansions either do not cause <span class=disease id=23036583-5-46-59>schizophrenia</span>, or do so rarely (less than 1% of cases).
C9orf72	203228	C0033975	Schizophrenia spectrum and other psychotic disorders	23036583	No Association	<span class=gene id=23036583-5-0-7>C9ORF72</span> repeat expansions either do not cause <span class=disease id=23036583-5-46-59>schizophrenia</span>, or do so rarely (less than 1% of cases).
C9orf72	203228	C0036341	Schizophrenia spectrum and other psychotic disorders	23036583	No Association	<span class=gene id=23036583-5-0-7>C9ORF72</span> repeat expansions either do not cause <span class=disease id=23036583-5-46-59>schizophrenia</span>, or do so rarely (less than 1% of cases).
FAAH	2166	C0349204	Schizophrenia spectrum and other psychotic disorders	15721218	No Association	A nonsynonymous polymorphism in the human <span class=gene id=15721218-0-42-68>fatty acid amide hydrolase</span> gene did not associate with either methamphetamine dependence or <span class=disease id=15721218-0-134-147>schizophrenia</span>.
FAAH	2166	C0033975	Schizophrenia spectrum and other psychotic disorders	15721218	No Association	A nonsynonymous polymorphism in the human <span class=gene id=15721218-0-42-68>fatty acid amide hydrolase</span> gene did not associate with either methamphetamine dependence or <span class=disease id=15721218-0-134-147>schizophrenia</span>.
FAAH	2166	C0036341	Schizophrenia spectrum and other psychotic disorders	15721218	No Association	A nonsynonymous polymorphism in the human <span class=gene id=15721218-0-42-68>fatty acid amide hydrolase</span> gene did not associate with either methamphetamine dependence or <span class=disease id=15721218-0-134-147>schizophrenia</span>.
FCGR2A	2212	C0036341	Schizophrenia spectrum and other psychotic disorders	22580203	No Association	Taken together, we found no evidence of association of target CNVs in the <span class=gene id=22580203-10-74-78>FCGR</span> locus with <span class=disease id=22580203-10-90-103>schizophrenia</span>.
SULT4A1	25830	C0036341	Schizophrenia spectrum and other psychotic disorders	19125109	No Association	However, our findings do not support the hypothesis that germline mutations in the coding region of <span class=gene id=19125109-9-100-107>SULT4A1</span> contribute to susceptibility to <span class=disease id=19125109-9-140-153>schizophrenia</span>.
GCLC	2729	C0036341	Schizophrenia spectrum and other psychotic disorders	21105962	No Association	Thus, in this study, we investigated the association between the GSH synthesis genes (GCLM, <span class=gene id=21105962-5-92-96>GCLC</span>, and GSS) and <span class=disease id=21105962-5-111-124>schizophrenia</span> in Japanese individuals.
DROSHA	29102	C0036341	Schizophrenia spectrum and other psychotic disorders	23015298	No Association	We assessed the associations between <span class=disease id=23015298-4-37-39>SZ</span> as a risk and six potentially functional SNPs from five miRNA processing genes (<span class=gene id=23015298-4-120-126>DROSHA</span>, DGCR8, DICER, AGO1, and GEMIN4) in a case-control study of 256 Chinese SZ patients and 252 frequency-matched (age, gender, and ethnicity) controls.
HLA-E	3133	C0036341	Schizophrenia spectrum and other psychotic disorders	23177929	No Association	We found no evidence for non-random mating in the parents of individuals with <span class=disease id=23177929-5-78-91>schizophrenia</span> in terms of <span class=gene id=23177929-5-104-107>MHC</span> genotypes or <span class=disease id=23177929-5-121-134>schizophrenia</span> risk profile scores.
MYH9	4627	C2673482	Schizophrenia spectrum and other psychotic disorders	20188514	No Association	Our results suggest that <span class=gene id=20188514-9-25-29>MYH9</span> does not confer <span class=disease id=20188514-9-46-87>increased susceptibility to schizophrenia</span> in the Japanese population, although we could not exclude possible contributions of other genes on 22q to the pathogenesis of <span class=disease id=20188514-9-214-227>schizophrenia</span>.
MYH9	4627	C0036341	Schizophrenia spectrum and other psychotic disorders	20188514	No Association	Our results suggest that <span class=gene id=20188514-9-25-29>MYH9</span> does not confer <span class=disease id=20188514-9-46-87>increased susceptibility to schizophrenia</span> in the Japanese population, although we could not exclude possible contributions of other genes on 22q to the pathogenesis of <span class=disease id=20188514-9-214-227>schizophrenia</span>.
NQO2	4835	C0036341	Schizophrenia spectrum and other psychotic disorders	20861374	No Association	Other behaviors related to anxiety (elevated plus maze), depression (forced swim), and <span class=disease id=20861374-8-87-100>schizophrenia</span> (prepulse inhibition) were not affected in <span class=gene id=20861374-8-144-147>QR2</span>-deficient mice.
PLA2G4A	5321	C0036341	Schizophrenia spectrum and other psychotic disorders	19560328	No Association	Eight SNPs detected across the PPARG gene did not show allelic association with <span class=disease id=19560328-4-80-93>schizophrenia</span>; a weak association was detected at rs2745557 in the PTGS2 locus (chi2=4.19, p=0.041) and rs10798059 in the <span class=gene id=19560328-4-202-209>PLA2G4A</span> locus (chi2=4.28, p=0.039) but these associations did not survive after 10,000 permutations to correct the p-value (global p=0.246).
C12orf5	57103	C0036341	Schizophrenia spectrum and other psychotic disorders	23861893	No Association	In addition to gene expression changes, the downstream target of ATM-p53 signaling - <span class=gene id=23861893-7-85-90>TIGAR</span>, a p53-inducible protein, the activation of which can regulate energy metabolism and protect against oxidative stress was progressively decreased as severity of dementia evolved, but it was unaffected in subjects with <span class=disease id=23861893-7-309-311>SZ</span>.
RGS10	6001	C0036341	Schizophrenia spectrum and other psychotic disorders	15482592	No Association	The results do not provide evidence that the <span class=gene id=15482592-5-45-50>RGS10</span> gene is involved in biological vulnerability to <span class=disease id=15482592-5-99-112>schizophrenia</span>.
SHOX2	6474	C0349204	Schizophrenia spectrum and other psychotic disorders	12963668	No Association	Patients with a history of <span class=disease id=12963668-8-27-36>psychosis</span> showed significantly decreased relative numbers of DLX1-positive neurons compared with patients without history of <span class=disease id=12963668-8-152-161>psychosis</span> and nonpsychiatric controls (P =.02), whereas no differences could be found in relative numbers of <span class=gene id=12963668-8-261-266>SHOX2</span>-positive neurons (P&gt;.15).
SHOX2	6474	C0033975	Schizophrenia spectrum and other psychotic disorders	12963668	No Association	Patients with a history of <span class=disease id=12963668-8-27-36>psychosis</span> showed significantly decreased relative numbers of DLX1-positive neurons compared with patients without history of <span class=disease id=12963668-8-152-161>psychosis</span> and nonpsychiatric controls (P =.02), whereas no differences could be found in relative numbers of <span class=gene id=12963668-8-261-266>SHOX2</span>-positive neurons (P&gt;.15).
SHOX2	6474	C0036341	Schizophrenia spectrum and other psychotic disorders	12963668	No Association	Patients with a history of <span class=disease id=12963668-8-27-36>psychosis</span> showed significantly decreased relative numbers of DLX1-positive neurons compared with patients without history of <span class=disease id=12963668-8-152-161>psychosis</span> and nonpsychiatric controls (P =.02), whereas no differences could be found in relative numbers of <span class=gene id=12963668-8-261-266>SHOX2</span>-positive neurons (P&gt;.15).
USP46	64854	C0036341	Schizophrenia spectrum and other psychotic disorders	20111060	No Association	In conclusion, our data argue against the presence of any strong genetic susceptibility factors for bipolar disorder or <span class=disease id=20111060-8-120-133>schizophrenia</span> in the region <span class=gene id=20111060-8-148-153>USP46</span>.
AGXT2	64902	C0036341	Schizophrenia spectrum and other psychotic disorders	24727203	No Association	We concluded that the <span class=gene id=24727203-8-22-27>AGXT2</span> gene is not associated with <span class=disease id=24727203-8-56-69>schizophrenia</span> in Japanese subjects.
SMARCA2	6595	C0036341	Schizophrenia spectrum and other psychotic disorders	16749937	No Association	Results from our family-based and case-control association study suggest that there is no association between the trinucleotide repeat polymorphism within <span class=gene id=16749937-7-155-162>SMARCA2</span> and <span class=disease id=16749937-7-167-180>schizophrenia</span>.
VAMP1	6843	C0036341	Schizophrenia spectrum and other psychotic disorders	21145444	No Association	No significant changes in complexin 1, VGAT, complexin 2, VGluT1, dysbindin, NAV2, or <span class=gene id=21145444-5-86-91>VAMP1</span> mRNA expression were found; however, expression of mRNAs associated with plasticity/cytoskeletal modification (GAP43 and NAV1) was reduced in <span class=disease id=21145444-5-234-247>schizophrenia</span>.
TCP1	6950	C0036341	Schizophrenia spectrum and other psychotic disorders	16465465	No Association	Our transmission disequilibrium test showed neither allele nor haplotype association with <span class=disease id=16465465-3-90-103>schizophrenia</span>, and suggests that the <span class=gene id=16465465-3-127-131>TCP1</span> locus is not associated with <span class=disease id=16465465-3-161-174>schizophrenia</span> in the Chinese population.
TSNAX	7257	C0349204	Schizophrenia spectrum and other psychotic disorders	16039834	No Association	The present study suggests that the DISC1/<span class=gene id=16039834-7-42-46>TRAX</span> locus may not have a major role in Japanese <span class=disease id=16039834-7-91-104>schizophrenia</span>.
TSNAX	7257	C0033975	Schizophrenia spectrum and other psychotic disorders	16039834	No Association	The present study suggests that the DISC1/<span class=gene id=16039834-7-42-46>TRAX</span> locus may not have a major role in Japanese <span class=disease id=16039834-7-91-104>schizophrenia</span>.
TSNAX	7257	C0036341	Schizophrenia spectrum and other psychotic disorders	16039834	No Association	The present study suggests that the DISC1/<span class=gene id=16039834-7-42-46>TRAX</span> locus may not have a major role in Japanese <span class=disease id=16039834-7-91-104>schizophrenia</span>.
TYROBP	7305	C0036341	Schizophrenia spectrum and other psychotic disorders	21421043	No Association	<span class=gene id=21421043-9-0-5>DAP12</span> gene levels were neither increased in the monocytes of <span class=disease id=21421043-9-61-64>SCZ</span>, BD, nor MDD patients.
VGF	7425	C0036341	Schizophrenia spectrum and other psychotic disorders	17684500	No Association	In a sample of 245 nuclear families (n=1074) originating from the same geographical region as the families revealing the linkage, SNP and microsatellite association analyses of the four regional candidate genes, GRM3, RELN, SEMA3A and <span class=gene id=17684500-5-235-238>VGF</span>, revealed no significant association to the clinical diagnosis of <span class=disease id=17684500-5-305-318>schizophrenia</span>.
ERDA1	9030	C0036341	Schizophrenia spectrum and other psychotic disorders	10909126	No Association	No evidence for association of CTG18.1, <span class=gene id=10909126-5-40-45>ERDA1</span> and/or TGC13-7a with <span class=disease id=10909126-5-67-80>schizophrenia</span> was found.
FEZ1	9638	C0036337	Schizophrenia spectrum and other psychotic disorders	16936715	No Association	Variation at the <span class=gene id=16936715-9-17-21>FEZ1</span> locus does not play a significant role in the etiology of <span class=disease id=16936715-9-80-93>schizophrenia</span>, bipolar disorder or <span class=disease id=16936715-9-115-139>schizoaffective disorder</span> in North American Caucasian or African American populations.Neuropsychopharmacology (2007) 32, 190-196. doi:10.1038/sj.npp.1301177; published online 16 August 2006.
FEZ1	9638	C0036341	Schizophrenia spectrum and other psychotic disorders	16936715	No Association	Variation at the <span class=gene id=16936715-9-17-21>FEZ1</span> locus does not play a significant role in the etiology of <span class=disease id=16936715-9-80-93>schizophrenia</span>, bipolar disorder or <span class=disease id=16936715-9-115-139>schizoaffective disorder</span> in North American Caucasian or African American populations.Neuropsychopharmacology (2007) 32, 190-196. doi:10.1038/sj.npp.1301177; published online 16 August 2006.
RAPGEF5	9771	C0349204	Schizophrenia spectrum and other psychotic disorders	20436929	No Association	We observed a significant positive correlation between layers II and IV of the dorso-lateral prefrontal cortex (DLPFC) in the percentage of <span class=gene id=20436929-6-140-146>MR-GEF</span> expressing neurons in individuals with bipolar disorder, but not in individuals with <span class=disease id=20436929-6-232-245>schizophrenia</span>, major depressive disorder or in controls.
RAPGEF5	9771	C0033975	Schizophrenia spectrum and other psychotic disorders	20436929	No Association	We observed a significant positive correlation between layers II and IV of the dorso-lateral prefrontal cortex (DLPFC) in the percentage of <span class=gene id=20436929-6-140-146>MR-GEF</span> expressing neurons in individuals with bipolar disorder, but not in individuals with <span class=disease id=20436929-6-232-245>schizophrenia</span>, major depressive disorder or in controls.
RAPGEF5	9771	C0036341	Schizophrenia spectrum and other psychotic disorders	20436929	No Association	We observed a significant positive correlation between layers II and IV of the dorso-lateral prefrontal cortex (DLPFC) in the percentage of <span class=gene id=20436929-6-140-146>MR-GEF</span> expressing neurons in individuals with bipolar disorder, but not in individuals with <span class=disease id=20436929-6-232-245>schizophrenia</span>, major depressive disorder or in controls.
CRHBP	1393	C0005586	Bipolar disorders and related disorders	17728670	No Association	As a result, there were no significant associations of the different polymorphisms in the <span class=gene id=17728670-6-90-96>CRF-BP</span> gene with <span class=disease id=17728670-6-107-123>bipolar disorder</span>.
DDC	1644	C0005586	Bipolar disorders and related disorders	10889538	No Association	Case-control analysis did not suggest that genetic polymorphism in the <span class=gene id=10889538-5-71-75>AADC</span> gene is associated with liability for developing schizophrenia or <span class=disease id=10889538-5-142-158>bipolar disorder</span>.
FKBP1A	2280	C0005586	Bipolar disorders and related disorders	11356237	No Association	This finding suggests that IP(3)R1 dysfunction through the <span class=gene id=11356237-5-59-65>FKBP12</span> binding site is not involved in the pathogenesis of <span class=disease id=11356237-5-118-134>bipolar disorder</span>.
IBGC1	23706	C0005586	Bipolar disorders and related disorders	11810290	No Association	We genotyped all family members for microsatellite markers at the <span class=gene id=11810290-6-66-71>IBGC1</span> locus and polymorphisms of the ApoE, VLDL, alpha1-ACT, BChE-K, APP, PS1, PS2 and tau genes and tested these for linkage to IBGC, dementia and <span class=disease id=11810290-6-214-230>bipolar disorder</span>.
MMP9	4318	C0005586	Bipolar disorders and related disorders	24402212	No Association	There were no significant differences in MMP-2 and <span class=gene id=24402212-7-51-56>MMP-9</span> mRNA expression between patients and controls. mRNA levels were not significantly different during <span class=disease id=24402212-7-156-161>mania</span> and euthymia.
MMP9	4318	C0338831	Bipolar disorders and related disorders	24402212	No Association	There were no significant differences in MMP-2 and <span class=gene id=24402212-7-51-56>MMP-9</span> mRNA expression between patients and controls. mRNA levels were not significantly different during <span class=disease id=24402212-7-156-161>mania</span> and euthymia.
ATP2A2	488	C0005586	Bipolar disorders and related disorders	11244492	No Association	Analysis of allele and genotype distributions for all six variations, and of haplotype frequencies showed no evidence for the involvement of <span class=gene id=11244492-8-141-147>ATP2A2</span> in producing susceptibility to <span class=disease id=11244492-8-179-195>bipolar disorder</span>.
PAWR	5074	C0005586	Bipolar disorders and related disorders	18085546	No Association	We conducted a genetic association analysis between <span class=gene id=18085546-3-52-57>Par-4</span> gene (<span class=gene id=18085546-3-64-68>PAWR</span>) and schizophrenia and mood disorders in a Japanese population (schizophrenia: 556 cases, <span class=disease id=18085546-3-159-175>bipolar disorder</span> (<span class=disease id=18085546-3-177-179>BP</span>): 150 cases, major depressive disorder (MDD): 312 cases and 466 controls).
PLA2G2A	5320	C1839839	Bipolar disorders and related disorders	12895207	No Association	There was no significant difference observed in the allelic and genotypic distribution between the <span class=disease id=12895207-5-99-103>BPAD</span> and control groups for cPLA2 (genotype: chi2 = 0.8, 2df, p = 0.6; allele chi2 = 0, 1df, p = 0.9), iPLA2 (genotype: chi2 = 1.7, 2df, p = 0.4; allele: chi2 = 0.3, 1df, p = 0.6), and <span class=gene id=12895207-5-284-289>sPLA2</span> (allele: chi2 = 3.6, 6df, p = 0.8).
PLA2G2A	5320	C0005586	Bipolar disorders and related disorders	12895207	No Association	There was no significant difference observed in the allelic and genotypic distribution between the <span class=disease id=12895207-5-99-103>BPAD</span> and control groups for cPLA2 (genotype: chi2 = 0.8, 2df, p = 0.6; allele chi2 = 0, 1df, p = 0.9), iPLA2 (genotype: chi2 = 1.7, 2df, p = 0.4; allele: chi2 = 0.3, 1df, p = 0.6), and <span class=gene id=12895207-5-284-289>sPLA2</span> (allele: chi2 = 3.6, 6df, p = 0.8).
RTN4	57142	C0005586	Bipolar disorders and related disorders	15820318	No Association	The <span class=gene id=15820318-1-4-8>Nogo</span> gene maps to 2p14-p13, a region consistently associated with schizophrenia and <span class=disease id=15820318-1-88-104>bipolar disorder</span>.
CALCA	796	C0005586	Bipolar disorders and related disorders	11317366	No Association	Identification of four novel polymorphisms in the <span class=gene id=11317366-0-50-60>calcitonin</span>/alpha-CGRP (<span class=gene id=11317366-0-73-78>CALCA</span>) gene and an investigation of their possible associations with Parkinson disease, schizophrenia, and <span class=disease id=11317366-0-180-196>manic depression</span>.
GRIA2	2891	C0041696	Depressive disorders	23613500	No Association	These data potentially suggest a lack of epistatic interaction between <span class=gene id=23613500-5-71-76>GRIA2</span> and GRIA4 variants, regarding clinical outcomes in patients with <span class=disease id=23613500-5-142-145>MDD</span>.
GRIA2	2891	C1269683	Depressive disorders	23613500	No Association	These data potentially suggest a lack of epistatic interaction between <span class=gene id=23613500-5-71-76>GRIA2</span> and GRIA4 variants, regarding clinical outcomes in patients with <span class=disease id=23613500-5-142-145>MDD</span>.
ORM1	5004	C0344315	Depressive disorders	14653433	No Association	Frequency differences in <span class=gene id=14653433-7-25-29>ORM1</span> allelic variants apparently did not influence increased AAG concentrations in <span class=disease id=14653433-7-108-117>depressed</span> patients.
GPRC5D	55507	C0041696	Depressive disorders	18075476	No Association	We investigated the relationship of the gene for the X-linked <span class=gene id=18075476-1-62-95>orphan G protein-coupled receptor</span> (GPR50) to childhood-onset <span class=disease id=18075476-1-123-137>mood disorders</span> in a sample of 384 families with 468 affected children and adolescents collected in Hungary.
GPRC5D	55507	C1269683	Depressive disorders	18075476	No Association	We investigated the relationship of the gene for the X-linked <span class=gene id=18075476-1-62-95>orphan G protein-coupled receptor</span> (GPR50) to childhood-onset <span class=disease id=18075476-1-123-137>mood disorders</span> in a sample of 384 families with 468 affected children and adolescents collected in Hungary.
GPRC5D	55507	C0525045	Depressive disorders	18075476	No Association	We investigated the relationship of the gene for the X-linked <span class=gene id=18075476-1-62-95>orphan G protein-coupled receptor</span> (GPR50) to childhood-onset <span class=disease id=18075476-1-123-137>mood disorders</span> in a sample of 384 families with 468 affected children and adolescents collected in Hungary.
KYNU	8942	C0041696	Depressive disorders	22683764	No Association	Here we examined circulating concentrations of inflammatory cytokines (IFN-?, TNF-?, IL-1?, IL-6), and the acute phase protein CRP alongside plasma tryptophan, kynurenine, kynurenic acid (KYNA) and 3-hydroxyanthranilic acid (3-HAA) concentrations, and whole blood mRNA expression of IDO, kynurenine aminotransferases (KAT I and II), kynurenine-3-monooxygenase (KMO), <span class=gene id=22683764-4-367-379>kynureninase</span> and SERT in patients with <span class=disease id=22683764-4-406-431>major depressive disorder</span> (<span class=disease id=22683764-4-433-436>MDD</span>) compared with age and sex-matched controls.
KYNU	8942	C0344315	Depressive disorders	22683764	No Association	Here we examined circulating concentrations of inflammatory cytokines (IFN-?, TNF-?, IL-1?, IL-6), and the acute phase protein CRP alongside plasma tryptophan, kynurenine, kynurenic acid (KYNA) and 3-hydroxyanthranilic acid (3-HAA) concentrations, and whole blood mRNA expression of IDO, kynurenine aminotransferases (KAT I and II), kynurenine-3-monooxygenase (KMO), <span class=gene id=22683764-4-367-379>kynureninase</span> and SERT in patients with <span class=disease id=22683764-4-406-431>major depressive disorder</span> (<span class=disease id=22683764-4-433-436>MDD</span>) compared with age and sex-matched controls.
KYNU	8942	C1269683	Depressive disorders	22683764	No Association	Here we examined circulating concentrations of inflammatory cytokines (IFN-?, TNF-?, IL-1?, IL-6), and the acute phase protein CRP alongside plasma tryptophan, kynurenine, kynurenic acid (KYNA) and 3-hydroxyanthranilic acid (3-HAA) concentrations, and whole blood mRNA expression of IDO, kynurenine aminotransferases (KAT I and II), kynurenine-3-monooxygenase (KMO), <span class=gene id=22683764-4-367-379>kynureninase</span> and SERT in patients with <span class=disease id=22683764-4-406-431>major depressive disorder</span> (<span class=disease id=22683764-4-433-436>MDD</span>) compared with age and sex-matched controls.
LINC00271	100131814	C0036341	Schizophrenia spectrum and other psychotic disorders	20452750	No Association	We examined constitutive expression of AHI1 and <span class=gene id=20452750-3-48-56>C6orf217</span> in immortalized lymphoblasts of patients from the Arab Israeli family sample in which the association with <span class=disease id=20452750-3-164-177>schizophrenia</span> was originally discovered and population-matched normal controls, and in post-mortem brain of patients with <span class=disease id=20452750-3-286-299>schizophrenia</span> and bipolar (BP) disorder and control subjects from the Stanley Medical Research Institute Collection.
PRSS16	10279	C0036341	Schizophrenia spectrum and other psychotic disorders	22488895	No Association	Taken together these results indicate that the genes HIST1H2BJ, <span class=gene id=22488895-8-64-70>PRSS16</span>, and PGBD1 were not associated with Japanese patients with <span class=disease id=22488895-8-130-143>schizophrenia</span>.
SIGMAR1	10280	C0036341	Schizophrenia spectrum and other psychotic disorders	14567761	No Association	In view of this evidence, it is likely that the <span class=gene id=14567761-8-48-55>SIGMAR1</span> gene does not confer susceptibility to <span class=disease id=14567761-8-95-108>schizophrenia</span>.
SIGMAR1	10280	C0036341	Schizophrenia spectrum and other psychotic disorders	15298647	No Association	These findings suggest that these <span class=gene id=15298647-10-34-41>SIGMAR1</span> variants may not affect susceptibility to <span class=disease id=15298647-10-84-97>schizophrenia</span>.
PDLIM5	10611	C0221765	Schizophrenia spectrum and other psychotic disorders	17287082	No Association	Further, we failed to find any genetic association between the <span class=gene id=17287082-7-63-69>PDLIM5</span> gene and <span class=disease id=17287082-7-79-92>schizophrenia</span> with six single nucleotide polymorphics (SNPs) of the <span class=gene id=17287082-7-147-153>PDLIM5</span> gene in Japanese subjects (279 subjects each) and there was no significant relation between <span class=gene id=17287082-7-246-252>PDLIM5</span> gene and <span class=disease id=17287082-7-262-275>schizophrenia</span> with the haplotype analysis (P=0.48), either.
PDLIM5	10611	C0036341	Schizophrenia spectrum and other psychotic disorders	17287082	No Association	Further, we failed to find any genetic association between the <span class=gene id=17287082-7-63-69>PDLIM5</span> gene and <span class=disease id=17287082-7-79-92>schizophrenia</span> with six single nucleotide polymorphics (SNPs) of the <span class=gene id=17287082-7-147-153>PDLIM5</span> gene in Japanese subjects (279 subjects each) and there was no significant relation between <span class=gene id=17287082-7-246-252>PDLIM5</span> gene and <span class=disease id=17287082-7-262-275>schizophrenia</span> with the haplotype analysis (P=0.48), either.
PADI2	11240	C0036341	Schizophrenia spectrum and other psychotic disorders	19478818	No Association	The results of this study suggest that <span class=gene id=19478818-8-39-44>PADI2</span> does not contribute to genetic susceptibility to <span class=disease id=19478818-8-94-107>schizophrenia</span>.
LRRK2	120892	C0036341	Schizophrenia spectrum and other psychotic disorders	24631561	No Association	Our results indicated that the <span class=gene id=24631561-8-31-36>LRRK2</span> variants are unlikely to be actively involved in <span class=disease id=24631561-8-86-99>schizophrenia</span> in Han Chinese.
CNP	1267	C0036341	Schizophrenia spectrum and other psychotic disorders	18289148	No Association	The A-allele of rs2070106 within the <span class=gene id=18289148-2-37-81>2',3'-cyclic nucleotide 3'-phosphodiesterase</span> (<span class=gene id=18289148-2-83-86>CNP</span>), an oligodendrocyte-related gene, was reported to show reduced expression compared with the G-allele, and proposed to be associated with <span class=disease id=18289148-2-225-238>schizophrenia</span>.
CNP	1267	C0036341	Schizophrenia spectrum and other psychotic disorders	19348671	No Association	The results suggest that the <span class=gene id=19348671-8-29-32>CNP</span> gene may not be involved in the etiology and pathology of <span class=disease id=19348671-8-91-104>schizophrenia</span> in the Chinese population.
CNP	1267	C0033975	Schizophrenia spectrum and other psychotic disorders	23032943	No Association	We investigated the role of variation in putative psychosis genes coding for elements of the white matter system by examining the contribution of genotypic variation in three single-nucleotide polymorphisms (SNPs) neuregulin 1 (NRG1) SNP8NRG221533, myelin oligodendrocytes glycoprotein (MOG) rs2857766 and <span class=gene id=23032943-1-306-309>CNP</span> (rs2070106) and one haplotype HAP(ICE) (deCODE) to white matter volume in patients with <span class=disease id=23032943-1-398-416>psychotic disorder</span> and their unaffected relatives.
CNP	1267	C0036341	Schizophrenia spectrum and other psychotic disorders	23032943	No Association	We investigated the role of variation in putative psychosis genes coding for elements of the white matter system by examining the contribution of genotypic variation in three single-nucleotide polymorphisms (SNPs) neuregulin 1 (NRG1) SNP8NRG221533, myelin oligodendrocytes glycoprotein (MOG) rs2857766 and <span class=gene id=23032943-1-306-309>CNP</span> (rs2070106) and one haplotype HAP(ICE) (deCODE) to white matter volume in patients with <span class=disease id=23032943-1-398-416>psychotic disorder</span> and their unaffected relatives.
CRP	1401	C0036341	Schizophrenia spectrum and other psychotic disorders	21182750	No Association	To investigate association of the <span class=gene id=21182750-2-34-37>CRP</span> rs1417938, rs1800947, rs1205 variants with susceptibility to <span class=disease id=21182750-2-99-112>schizophrenia</span> 208 unrelated Armenians (103 patients and 105 healthy controls) were genotyped.
ADRA2A	150	C0036341	Schizophrenia spectrum and other psychotic disorders	17034020	No Association	With attention directed at the upstream regulatory region of the gene which codes for this receptor (<span class=gene id=17034020-2-101-107>ADRA2A</span>), we proposed that single nucleotide polymorphisms (SNPs) within this region influences susceptibility to <span class=disease id=17034020-2-214-227>schizophrenia</span> by altering the expression of this receptor.
ADRA2A	150	C0036341	Schizophrenia spectrum and other psychotic disorders	19439247	No Association	Our result suggests that the <span class=gene id=19439247-6-29-35>ADRA2A</span> C-1291G polymorphism may not confer susceptibility to polydipsia in <span class=disease id=19439247-6-104-117>schizophrenia</span> in our sample.
CYP2D6	1565	C0036341	Schizophrenia spectrum and other psychotic disorders	20041956	No Association	We investigated the relationship between several functional polymorphisms in genes coding for dopamine metabolism and transport enzymes (MAO-A VNTR; MAO-A 941T&gt;G; DAT VNTR; DAT -67A/T; <span class=gene id=20041956-1-185-191>CYP2D6</span>*3; <span class=gene id=20041956-1-195-201>CYP2D6</span>*4; <span class=gene id=20041956-1-205-211>CYP2D6</span>*5; <span class=gene id=20041956-1-215-221>CYP2D6</span>*6) and the frequency of <span class=disease id=20041956-1-246-259>schizophrenia</span>.
CYP2D6	1565	C0036341	Schizophrenia spectrum and other psychotic disorders	23066770	No Association	Prolactin concentrations during aripiprazole treatment in relation to sex, plasma drugs concentrations and genetic polymorphisms of dopamine D2 receptor and <span class=gene id=23066770-0-157-176>cytochrome P450 2D6</span> in Japanese patients with <span class=disease id=23066770-0-203-216>schizophrenia</span>.
CYP2D6	1565	C0036341	Schizophrenia spectrum and other psychotic disorders	24739668	No Association	The authors studied the correlations between the steady-state plasma concentrations (Css) of aripiprazole and its active metabolite, dehydroaripiprazole, and those of haloperidol in 19 Japanese patients with <span class=disease id=24739668-2-208-221>schizophrenia</span>, together with the effects of <span class=gene id=24739668-2-252-258>CYP2D6</span> genotypes on the steady-state kinetics of these compounds.
EN2	2020	C0036341	Schizophrenia spectrum and other psychotic disorders	15123388	No Association	We found no significant association of <span class=disease id=15123388-5-39-52>schizophrenia</span> with this bi-nucleotide repeat polymorphism of the <span class=gene id=15123388-5-104-107>EN2</span> gene.
ENO1	2023	C0036341	Schizophrenia spectrum and other psychotic disorders	12548708	No Association	Adenosine triphosphate (ATP) synthase, pyruvate dehydrogenase, beta-actin and <span class=gene id=12548708-9-78-91>alpha-enolase</span>), have not, to our knowledge, earlier been implicated in <span class=disease id=12548708-9-149-162>schizophrenia</span> pathology.
GRIP1	23426	C0036341	Schizophrenia spectrum and other psychotic disorders	17303296	No Association	Results demonstrated that neither single marker nor haplotype analysis revealed an association between variants at the <span class=gene id=17303296-6-119-124>GRIP1</span> locus and <span class=disease id=17303296-6-135-148>schizophrenia</span>, suggesting that it is unlikely that the <span class=gene id=17303296-6-190-195>GRIP1</span> polymorphisms investigated play a substantial role in conferring susceptibility to <span class=disease id=17303296-6-279-292>schizophrenia</span>.
CABIN1	23523	C0036341	Schizophrenia spectrum and other psychotic disorders	20075944	No Association	The results showed no evidence of an association between <span class=gene id=20075944-6-57-63>CABIN1</span> and <span class=disease id=20075944-6-68-81>schizophrenia</span> using 11 tagging single nucleotide polymorphisms in 1193 Japanese subjects.
GDNF	2668	C0036341	Schizophrenia spectrum and other psychotic disorders	17897812	No Association	We conclude that our sample does not provide independent statistically significant evidence for association between <span class=gene id=17897812-11-116-120>GDNF</span> and <span class=disease id=17897812-11-125-138>schizophrenia</span>, nor does it replicate previous specific reports of association.
GDNF	2668	C0036341	Schizophrenia spectrum and other psychotic disorders	24022000	No Association	The association of seven <span class=gene id=24022000-1-25-29>GDNF</span> tag SNPs with depression, heroin dependence (HD) and <span class=disease id=24022000-1-83-96>schizophrenia</span> was evaluated in Chinese.
